Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
10836;3117;AgDevCo;41360;Department for International Development (DFID);Третичный инвестор/заимодатель;Доли капитала;;;;;DFID is one of the five members of AgDevCo Holdings, the sole shareholder of AgDevCo  Ltd.
10837;3117;AgDevCo;41361;Mastercard Foundation;Третичный инвестор/заимодатель;;;;;;
10838;3457;African Agricultural Capital Fund;41014;USAID;Третичный инвестор/заимодатель;;;;;;
10839;38598;Tropha Estates Ltd;3457;African Agricultural Capital Fund;Материнская компания;Привлечение заемного капитала;;2040000.0;;2014-11-28;Pearl Capital Partners, which manages the AACF, announced an investment of US$2,040,000 in Tropha.
10840;38598;Tropha Estates Ltd;3456;Jacoma Estates Ltd;Материнская компания;Доли капитала;;;;;
10841;38598;Tropha Estates Ltd;3117;AgDevCo;Третичный инвестор/заимодатель;Привлечение заемного капитала;;3700000.0;;;US$3.7 million loans. AgDevCo also has $US2 million equity in Tropha's parent company Jacoma Estates
10842;3456;Jacoma Estates Ltd;984;CDC Group plc;Третичный инвестор/заимодатель;Доли капитала;;;;;In 2016, CDC invested $8 million of equity into Jacoma through the Impact Accelerator to help the company expand Tropha’s farming and processing operations.
10843;3456;Jacoma Estates Ltd;3117;AgDevCo;Третичный инвестор/заимодатель;Доли капитала;;;;;US$2.0m equity investment
10845;41342;Saise Farming Enterprises Ltd (SFEL);3117;AgDevCo;Материнская компания;Доли капитала|Привлечение заемного капитала;;1600000.0;;;AgDevCo is the majority shareholder and has invested US$6,135,000. AgDevCo has invested $1.7M in equity, $1.6M in long-term debt, as well as working capital loans.
10846;41344;Phata Sugarcane Outgrowers Cooperative;3117;AgDevCo;Третичный инвестор/заимодатель;Привлечение заемного капитала;;1600000.0;;2016;
10849;41346;Citrinos do Umbelúzi (Citrum);3117;AgDevCo;Материнская компания;Доли капитала;;;;;"AgDevCo investment $1,520,000 in 2017 gives AgDevCo a significant minority stake . It has committed to a US$5,575,000 investment.
AgDevCo’s current portfolio has $149m of committed funds into 46 companies."
10850;41346;Citrinos do Umbelúzi (Citrum);42428;Nika;Материнская компания;Доли капитала;;;;;US$1.85 million investment makes Nika the majority stake in Citrum.
10851;41346;Citrinos do Umbelúzi (Citrum);2093;Government of Mozambique;Материнская компания;Доли капитала;;;;;Less than 10%
10856;36717;Compagnie Sucrière Sénégalaise CSS;1957;Mimran Group;Материнская компания;;100.0;;;;
10871;38255;Sasumua Holdings Limited;3117;AgDevCo;Третичный инвестор/заимодатель;Доли капитала;;;;;US$2,340,000 committed investment. US$1,680,000 investment made.
10873;41348;EcoFarm Moçambique Lda;42431;Agriculture Fast Track (AFT) Fund;Третичный инвестор/заимодатель;;;797500.0;;2014;EcoFarm received a US$797,500 grant from the AFT Fund in 2014. A total of US$731,211.94 was imbursed.
10874;41348;EcoFarm Moçambique Lda;3117;AgDevCo;Материнская компания;;;;;;
10875;40984;Rungwe Avocado Company Ltd;3117;AgDevCo;Материнская компания;Доли капитала|Привлечение заемного капитала;26.21;2130288.0;;;Agdevco has provided $2,130,288 investment: debt and equity
10876;40984;Rungwe Avocado Company Ltd;41333;Tatepa Limited;Материнская компания;Доли капитала;59.51;;;;see https://africanfinancials.com/company/tz-tatepa/
10877;37882;Unknown (Chaleurn SCF Company Ltd.);2820;Chaleurn SCF Company Ltd.;Материнская компания;;;;;;
10881;41334;Wakulima Tea Company Limited;42432;Rungwe Smallholders Tea Growers Association (RSTGA);Материнская компания;Доли капитала;30.0;;;;
10882;41334;Wakulima Tea Company Limited;41333;Tatepa Limited;Материнская компания;Доли капитала;70.0;;;;
10883;41334;Wakulima Tea Company Limited;3117;AgDevCo;Третичный инвестор/заимодатель;Привлечение заемного капитала;;228384.0;;;US$329,440 committed budget. US$228,384 budget disbursed. AgDevCo Smallholder Development Unit provides technical assistance.
10885;42434;International Paper (Russia) Holding Company LLC;42417;International Paper Company;Материнская компания;;;;;;
10886;42433;CJSC International Paper;42434;International Paper (Russia) Holding Company LLC;Материнская компания;;;;;;
10890;36096;Kilombero Plantations Ltd.;42435;Overseas Private Investment Corporation (OPIC);Третичный инвестор/заимодатель;Привлечение заемного капитала;;20000000.0;;;US$20 million loan
10891;36096;Kilombero Plantations Ltd.;3117;AgDevCo;Третичный инвестор/заимодатель;Привлечение заемного капитала;;8900000.0;;;"US$9,370,000 committed investment. US$8,900,000 investment made.
AgDevCo has funded the construction of an on-site biomass gasifier plant, powered by rice husks (a by-product of the rice milling process) and enabled the roll-out of the 3,000-ha irrigation scheme. AgDevCo is also promoting the development of KPL’s outgrower programme, facilitating input credit packages and off-take contracts for smallholder farmers, previously trained by the company."
10892;36096;Kilombero Plantations Ltd.;1494;Rufiji Basin Development Authority (RUBADA);Материнская компания;Доли капитала;8.0;;;;
10893;36096;Kilombero Plantations Ltd.;1493;Agrica;Материнская компания;Доли капитала;92.0;;;;
10895;39806;Agritech Benin;42436;Agritech Group Holdings International;Материнская компания;;;;;;
10896;1139;Agriterra Ltd;42438;Gersec Trust;Третичный инвестор/заимодатель;Доли капитала;13.09;;;;
10897;1139;Agriterra Ltd;42437;Magister Investments Limited;Третичный инвестор/заимодатель;Доли капитала;50.01;;;;Mr Rudland's interest is held through Magister Investments Limited ('Magister'). Magister is a private limited company incorporated in the Republic of Mauritius, wholly owned by Mauritius International Trust Company Limited, as trustee of the Casa Trust (a Mauritius registered trust). Mr. Hamish Rudland is the settlor of the Casa Trust and the beneficiaries of the Casa Trust are Mr. Rudland, his wife, Mrs. Bridgette Rudland and their three children (all of whom are under 18 years old). Mr Hamish Rudland is director of Agriterra.
10902;42327;SouthEast Asia Energy Ltd;42328;CK Power Public Company LTd;Материнская компания;Доли капитала;61.3;;;;
10904;42079;Arla Foods ltd (Nigeria);42078;Arla Foods;Материнская компания;Доли капитала;;;;;
10906;37736;GOPDC (Ghana Oil Palm Development Corporation);1378;Société d’Investissement pour l’Agriculture Tropicale (SIAT);Материнская компания;Доли капитала;100.0;;;;
10907;4580;RMG Concept Limited;42441;Atlantic Coast Regional Fund (ACRF);Третичный инвестор/заимодатель;;;;;;
10908;4580;RMG Concept Limited;41362;Sidra Capital;Третичный инвестор/заимодатель;;;;;;
10909;4580;RMG Concept Limited;41363;Inoks Capital SA;Третичный инвестор/заимодатель;;;;;;
10910;1378;Société d’Investissement pour l’Agriculture Tropicale (SIAT);4353;Wienco;Материнская компания;Доли капитала;11.58;;;;
10911;1378;Société d’Investissement pour l’Agriculture Tropicale (SIAT);41865;Vanderbeeck family;Материнская компания;Доли капитала;86.73;;;;"Through FIMAVE NV
In 2017 Fimave NV obtained shares previously held by GMG Global (currently owned by Halcyon Agri Corporation, in which Sinochem owns a majority share)"
10912;41427;Al Dahra Holding LLC;42439;ADQ;Третичный инвестор/заимодатель;Доли капитала;50.0;;;;Acquired in May 2020
10913;41441;Al Dahra Egypt;346;Al Dahra Agricultural Company LLC;Материнская компания;;;;;;
10914;39850;Al Qudra Agriculture LLC in Algeria;350;Al Qudra Holding;Материнская компания;Доли капитала;100.0;;;;
10916;35666;Rajhi International Agricultural Investment Egypt (RAIE);1350;Al Rajhi International for Investment;Материнская компания;Доли капитала;100.0;;;;
10917;37527;Amatheon Agri Zambia Limited;2597;Amatheon Agri Holding N.V.;Материнская компания;Доли капитала;82.0;;;;
10918;37527;Amatheon Agri Zambia Limited;4313;Toyota Tsusho Corporation;Материнская компания;;;;;;
10921;38704;Amatheon Agri Uganda Limited (AAUL);2597;Amatheon Agri Holding N.V.;Материнская компания;Доли капитала;100.0;;;;
10922;38706;Amatheon Agri Zimbabwe;2597;Amatheon Agri Holding N.V.;Материнская компания;Доли капитала;100.0;;;;Amatheon Holding owns 100% of the Zimbabwean registered subsidiary. This subsidiary has entered into partnership with local title holders, but not on an equity basis.
10925;37872;Hoang Anh – Quang Minh Rubber Industrial and Agricultural JSC;117;Vietnam Rubber Group;Материнская компания;;;;;;
10926;37872;Hoang Anh – Quang Minh Rubber Industrial and Agricultural JSC;253;Hoang Anh Gia Lai Joint Stock Company (HAGL Group);Материнская компания;;59.0;;;;
10927;38442;Malawi Mangoes (Operations) Limited;42464;Malawi Mangoes (Mauritius) Ltd;Материнская компания;Доли капитала;;;;;See https://foreignpolicy.com/2018/10/18/african-governments-are-paying-for-the-world-banks-mauritian-miracle-malawi-mauritius-offshore-tax-havens-evasion-ifc/
10928;42464;Malawi Mangoes (Mauritius) Ltd;4401;FMO (Netherlands Development Finance Company);Третичный инвестор/заимодатель;Привлечение заемного капитала;;2500000.0;;26-06-2014;"US$2.5 million co-investment with IFC and Global Agriculture and Food Security Program (GAFSP) 
(https://www.fmo.nl/project-detail/32056#:~:text=Malawi%20Mangoes%20sources%20bananas%20and,and%20international%20fruit%20drink%20manufacturers.)"
